id,name,age,department,salary,performance_score,years_of_experience,last_promotion_year,location
5600,Jiya Sehgal,57,Finance,1356067.63,5,8,2022,Hyderabad
5601,Mishti Gour,47,HR,985056.73,1,10,2021,Mumbai
5602,Indrajit Randhawa,58,Finance,1195729.96,2,9,2020,Bangalore
5603,Drishya Malhotra,39,IT,322356.35,5,30,2021,Chennai
5604,Jhanvi Hari,58,Marketing,970144.39,5,29,2015,Bangalore
5605,Jiya Gala,59,HR,1318758.16,3,13,2021,Delhi
5606,Azad Kapadia,27,IT,336854.44,5,3,2021,Hyderabad
5607,Khushi Randhawa,22,Finance,1381974.12,5,24,2017,Mumbai
5608,Nakul Date,57,Finance,1057184.98,10,22,2018,Chennai
5609,Dishani Ravi,33,HR,1116353.9,7,20,2023,Bangalore
5610,Lakshit Wable,47,HR,416721.7,8,32,2017,Hyderabad
5611,Vivaan Wagle,48,HR,1120059.24,3,18,2020,Hyderabad
5612,Ivana Bhatia,53,Finance,1162630.0,5,27,2019,Bangalore
5613,Eva Goyal,49,Sales,1115246.59,5,18,2022,Chennai
5614,Heer Chanda,39,Finance,319750.67,5,2,2020,Mumbai
5615,Vihaan Soni,44,HR,853278.69,8,4,2020,Chennai
5616,Aayush Devan,52,IT,609228.89,4,33,2021,Mumbai
5617,Madhav Jain,47,Sales,567643.89,5,17,2023,Hyderabad
5618,Ryan Deo,43,Sales,479362.42,6,24,2022,Chennai
5619,Farhan Batta,30,HR,1056054.31,5,29,2015,Mumbai
5620,Prerak Gera,36,Marketing,1454150.14,10,29,2018,Bangalore
5621,Tanya Shah,22,IT,311489.17,7,28,2019,Bangalore
5622,Arnav Sani,58,Marketing,1171599.32,5,19,2019,Chennai
5623,Navya Karpe,24,HR,1416878.55,7,1,2023,Bangalore
5624,Advika Khosla,26,Finance,1300001.38,3,1,2022,Mumbai
5625,Arhaan Hora,49,Sales,653593.0,4,4,2017,Hyderabad
5626,Himmat Babu,54,Sales,979777.48,1,15,2022,Bangalore
5627,Romil Jha,28,HR,1059028.19,4,31,2015,Hyderabad
5628,Kismat Rajagopal,55,HR,1068393.25,3,17,2023,Hyderabad
5629,Khushi Chaudry,52,Marketing,1103304.88,9,9,2017,Bangalore
5630,Neelofar Rajan,38,Finance,1046328.35,9,3,2021,Bangalore
5631,Indranil Khare,52,Sales,1455865.53,1,12,2019,Mumbai
5632,Kabir Ramesh,45,IT,855802.56,2,3,2023,Mumbai
5633,Nitara Varughese,30,HR,1038362.35,8,1,2020,Mumbai
5634,Piya Gopal,54,Finance,609987.95,2,20,2022,Hyderabad
5635,Vedika Jani,51,Sales,438653.67,2,15,2017,Chennai
5636,Trisha Chad,43,Finance,1224150.58,9,25,2019,Chennai
5637,Yashvi Ravi,36,HR,408111.34,2,30,2023,Chennai
5638,Arnav Gole,45,IT,993646.55,5,27,2021,Hyderabad
5639,Neysa Kibe,47,IT,1325686.33,8,27,2022,Mumbai
5640,Manikya Sule,25,Finance,1052578.56,6,34,2015,Mumbai
5641,Zain Gera,39,HR,694288.74,2,8,2023,Hyderabad
5642,Oorja Sarma,54,IT,1272465.31,10,7,2016,Chennai
5643,Reyansh Kanda,50,Finance,1483786.54,6,4,2019,Bangalore
5644,Sahil Basak,37,Finance,840979.86,7,12,2019,Chennai
5645,Mamooty Cheema,59,HR,1441265.79,3,18,2016,Delhi
5646,Jivin Bir,37,IT,673717.84,3,27,2023,Mumbai
5647,Aarush Comar,48,Finance,1404726.74,7,25,2023,Mumbai
5648,Heer Sachdev,30,IT,675024.04,5,1,2015,Chennai
5649,Saanvi Varkey,60,IT,920251.94,7,8,2018,Hyderabad
5650,Jayant Badami,42,IT,1344698.75,7,16,2022,Chennai
5651,Miraya Maharaj,27,IT,1476063.05,1,9,2018,Bangalore
5652,Reyansh Lala,60,HR,303164.43,5,27,2019,Hyderabad
5653,Rania Acharya,33,Marketing,823706.36,7,29,2017,Chennai
5654,Ishaan Joshi,44,Sales,863524.47,8,2,2021,Mumbai
5655,Madhav Gade,60,Sales,305006.29,3,30,2020,Bangalore
5656,Yuvaan Chawla,36,IT,615913.91,6,9,2020,Bangalore
5657,Parinaaz Chaudhuri,44,Marketing,1192782.15,8,3,2021,Chennai
5658,Purab Goda,34,Marketing,802964.41,2,29,2022,Chennai
5659,Anahi Chandra,48,Sales,786825.94,1,14,2018,Chennai
5660,Azad Chandran,23,Finance,420828.5,5,28,2019,Chennai
5661,Aayush Chaudhry,34,HR,997973.41,3,18,2020,Delhi
5662,Arnav Deshpande,53,Finance,595116.7,5,12,2015,Bangalore
5663,Yuvraj  Sabharwal,43,HR,1157524.19,4,16,2023,Bangalore
5664,Baiju Balakrishnan,57,HR,871924.23,2,29,2018,Hyderabad
5665,Anahi Samra,35,Finance,1015453.13,3,4,2021,Hyderabad
5666,Siya Dave,57,IT,1035267.78,1,1,2022,Delhi
5667,Saksham Kashyap,59,HR,1263821.55,8,19,2016,Hyderabad
5668,Vedika Kalla,35,IT,418523.22,9,20,2016,Delhi
5669,Gokul Brar,52,Finance,895367.08,6,3,2023,Hyderabad
5670,Priyansh Ram,50,Finance,1310170.9,3,5,2022,Chennai
5671,Shamik Comar,35,Marketing,744421.51,9,7,2018,Mumbai
5672,Charvi Bhalla,35,Sales,1146366.65,4,20,2017,Bangalore
5673,Nishith Gokhale,34,IT,1136554.75,3,21,2015,Hyderabad
5674,Ishita Mannan,26,IT,377216.95,5,31,2021,Chennai
5675,Zain Kaur,56,Sales,1320956.98,1,20,2021,Chennai
5676,Priyansh Balay,40,Marketing,825722.56,5,3,2016,Mumbai
5677,Emir Ahluwalia,24,Marketing,478857.52,9,23,2017,Hyderabad
5678,Ryan Dani,41,Marketing,1156389.45,6,11,2020,Mumbai
5679,Jayan Arya,37,HR,483616.35,2,26,2022,Delhi
5680,Seher Mammen,22,Finance,329041.81,4,8,2020,Chennai
5681,Kismat Vora,29,Finance,1292921.7,7,2,2023,Hyderabad
5682,Samaira Srivastava,29,Sales,460741.42,6,21,2015,Mumbai
5683,Nayantara Bahri,46,Finance,1423427.74,10,12,2015,Delhi
5684,Manikya Sant,56,IT,401824.15,2,15,2017,Hyderabad
5685,Onkar Ahuja,51,IT,907365.13,5,2,2016,Mumbai
5686,Oorja Varma,54,HR,626653.22,3,24,2019,Chennai
5687,Dharmajan Dugar,54,IT,1499326.75,10,6,2015,Delhi
5688,Tiya Sahota,37,Marketing,1379061.12,2,9,2016,Bangalore
5689,Bhavin Shukla,58,Sales,1493552.25,3,7,2022,Hyderabad
5690,Suhana Sharaf,45,IT,1495232.39,10,30,2016,Mumbai
5691,Rati Boase,60,Sales,353208.11,6,26,2021,Bangalore
5692,Elakshi Chand,36,Marketing,1109922.62,8,20,2017,Mumbai
5693,Anvi Keer,30,Sales,1435448.39,2,23,2018,Hyderabad
5694,Ela Dewan,51,Marketing,410555.2,4,5,2022,Delhi
5695,Mohanlal Ganesh,40,IT,947666.76,9,11,2021,Bangalore
5696,Kashvi Bala,46,Marketing,1289123.7,10,11,2019,Chennai
5697,Elakshi Sawhney,25,HR,556326.35,3,31,2023,Bangalore
5698,Arhaan Sethi,48,Sales,953214.42,10,2,2015,Bangalore
5699,Saanvi Suri,55,IT,1377766.26,9,22,2022,Chennai
5700,Eva Vala,45,Sales,1021902.55,6,22,2019,Chennai
5701,Alia Subramaniam,59,HR,731766.88,7,22,2015,Chennai
5702,Tiya Dhaliwal,43,Finance,677908.34,7,13,2021,Mumbai
5703,Rasha Upadhyay,28,IT,1258443.13,7,25,2016,Chennai
5704,Aarush Rau,57,IT,1455617.26,4,29,2016,Delhi
5705,Umang Rajan,58,Sales,1305553.45,6,3,2021,Delhi
5706,Romil Basak,58,Sales,1277066.13,4,33,2016,Chennai
5707,Saanvi Dugar,50,HR,932783.71,6,5,2021,Delhi
5708,Biju Vora,54,IT,1148437.14,4,12,2021,Bangalore
5709,Shalv Balasubramanian,54,IT,580229.64,3,12,2022,Bangalore
5710,Arhaan Sami,48,Finance,495032.64,3,27,2020,Hyderabad
5711,Shalv Rau,51,Marketing,568975.05,6,15,2020,Delhi
5712,Divyansh Zachariah,36,HR,465336.45,2,6,2015,Bangalore
5713,Nitya Sachdev,42,Sales,850951.65,4,22,2015,Mumbai
5714,Sara Comar,41,Sales,880020.74,7,18,2018,Delhi
5715,Onkar Mand,42,Finance,530792.58,2,11,2020,Mumbai
5716,Dhanush Wali,37,Finance,910722.53,2,13,2017,Hyderabad
5717,Anya Atwal,51,Sales,1123602.94,7,12,2015,Chennai
5718,Chirag Krishna,35,Marketing,987465.71,3,11,2019,Hyderabad
5719,Kavya Anand,34,Finance,1337356.95,6,29,2015,Hyderabad
5720,Ivana D’Alia,35,Finance,745970.78,4,24,2015,Hyderabad
5721,Tarini Kannan,25,Marketing,1430782.26,7,1,2019,Delhi
5722,Kaira Kakar,35,Marketing,1082144.03,3,9,2020,Hyderabad
5723,Ojas Mammen,53,Sales,1313836.91,2,32,2016,Chennai
5724,Dhanush Bhasin,30,Marketing,415427.24,6,24,2023,Hyderabad
5725,Kismat Tella,34,Sales,667762.68,8,34,2019,Hyderabad
5726,Charvi Rajagopalan,55,Marketing,486849.54,2,22,2017,Bangalore
5727,Kashvi Bhardwaj,33,Finance,1495446.84,1,25,2016,Delhi
5728,Ivan Shenoy,57,Finance,822395.51,7,14,2022,Bangalore
5729,Azad Bassi,54,Sales,584606.95,5,22,2018,Mumbai
5730,Kanav Chada,60,Finance,397745.6,3,10,2020,Delhi
5731,Myra Bains,26,Sales,1403934.78,3,8,2019,Hyderabad
5732,Taimur Saha,50,Sales,525076.39,1,1,2021,Hyderabad
5733,Kashvi Bedi,44,Finance,487236.99,9,10,2018,Hyderabad
5734,Sara Dewan,57,Marketing,315026.7,6,12,2017,Mumbai
5735,Piya Raj,44,HR,1054513.29,6,11,2019,Mumbai
5736,Drishya Sant,51,HR,993131.5,2,18,2022,Chennai
5737,Alisha Bhalla,44,Marketing,718570.67,8,10,2016,Delhi
5738,Hunar Shere,40,IT,794347.01,3,22,2016,Hyderabad
5739,Damini Kuruvilla,31,Sales,814768.7,1,23,2021,Hyderabad
5740,Ishaan Shanker,42,IT,629963.03,2,18,2023,Bangalore
5741,Alia Kibe,41,Finance,1377061.53,6,31,2018,Hyderabad
5742,Vanya Kohli,23,Marketing,804782.64,4,16,2022,Delhi
5743,Amira Virk,22,HR,1399847.24,9,25,2023,Delhi
5744,Farhan Roy,44,Marketing,325350.67,8,6,2019,Mumbai
5745,Ira Jhaveri,29,Marketing,866605.29,10,26,2018,Chennai
5746,Krish Master,46,Sales,1337676.1,3,15,2023,Bangalore
5747,Zeeshan Koshy,42,IT,1468876.55,9,17,2021,Bangalore
5748,Nirvaan Vig,58,HR,890758.93,1,32,2018,Bangalore
5749,Madhav Sem,30,HR,823637.26,6,15,2015,Delhi
5750,Pihu Kala,28,HR,390042.28,2,8,2017,Chennai
5751,Ehsaan Bajwa,24,HR,1212642.36,2,26,2021,Delhi
5752,Adah Bajwa,38,Sales,1032666.94,1,1,2021,Bangalore
5753,Ahana  Mannan,24,Finance,1244137.73,1,18,2018,Hyderabad
5754,Kartik Seth,29,Marketing,1359065.95,3,30,2019,Hyderabad
5755,Ela Krishnan,60,Sales,1261372.31,4,8,2023,Delhi
5756,Biju Loke,46,Sales,1455810.04,6,35,2021,Bangalore
5757,Veer Upadhyay,39,Sales,462815.99,3,23,2018,Hyderabad
5758,Tushar Dasgupta,23,Sales,1100885.18,3,24,2019,Delhi
5759,Jiya Vora,32,Marketing,1298926.34,1,7,2019,Chennai
5760,Aarush Chander,47,HR,1327225.1,10,27,2015,Delhi
5761,Shray Sarkar,44,Sales,1422079.48,7,32,2016,Delhi
5762,Diya Ray,55,Sales,478735.79,6,28,2019,Mumbai
5763,Taran Khare,42,Sales,627316.65,5,28,2022,Delhi
5764,Priyansh Chaudry,41,Marketing,1227098.64,9,4,2020,Hyderabad
5765,Saanvi Kata,25,Finance,1444676.77,10,19,2018,Hyderabad
5766,Nitya Savant,50,Marketing,548399.84,10,1,2018,Mumbai
5767,Samiha Kanda,55,HR,1389181.71,7,2,2018,Chennai
5768,Zaina Setty,26,IT,423523.28,4,30,2016,Chennai
5769,Lagan Kant,53,HR,1070826.42,5,28,2018,Mumbai
5770,Anvi Bhatti,55,Finance,447454.67,7,32,2017,Hyderabad
5771,Jivika Dhaliwal,35,IT,1157210.58,6,10,2022,Delhi
5772,Kashvi Dua,41,IT,1389822.36,2,19,2015,Mumbai
5773,Misha Thakkar,38,Marketing,1379851.88,1,13,2015,Bangalore
5774,Nehmat Ghose,50,Finance,1350853.59,2,21,2022,Bangalore
5775,Vivaan Kata,42,HR,930824.64,10,8,2018,Delhi
5776,Anika Banik,39,HR,759398.92,1,7,2021,Hyderabad
5777,Prerak Shah,23,Finance,1126388.98,10,19,2020,Delhi
5778,Shaan Doctor,52,Marketing,550711.33,2,1,2020,Bangalore
5779,Ivana Behl,26,Finance,509739.43,1,21,2019,Bangalore
5780,Ritvik Arora,42,IT,1286359.69,2,27,2018,Chennai
5781,Krish Iyer,52,IT,1164028.63,3,23,2022,Hyderabad
5782,Arhaan Kari,27,Finance,765353.28,7,12,2015,Hyderabad
5783,Veer Karan,38,HR,1220123.23,4,2,2019,Mumbai
5784,Akarsh Roy,45,Finance,1279764.19,8,3,2022,Chennai
5785,Biju Roy,48,HR,1435996.32,4,8,2019,Delhi
5786,Onkar Upadhyay,31,Finance,1423572.96,6,1,2022,Mumbai
5787,Tarini Bera,60,HR,525949.82,8,11,2015,Hyderabad
5788,Abram Master,32,Finance,1370366.59,5,19,2019,Delhi
5789,Arhaan Tara,37,IT,1400261.92,4,22,2022,Hyderabad
5790,Ayesha Mallick,25,HR,999084.86,7,28,2021,Bangalore
5791,Divij Sem,54,Sales,1038697.66,1,10,2016,Delhi
5792,Amira Lalla,37,Sales,1098328.39,4,8,2020,Chennai
5793,Arnav Dixit,46,Marketing,488190.89,8,33,2022,Chennai
5794,Stuvan Bajaj,48,Finance,383015.42,3,1,2020,Delhi
5795,Nirvi Sehgal,37,IT,510564.74,7,11,2023,Hyderabad
5796,Indrans Buch,43,Finance,1017133.95,6,10,2020,Chennai
5797,Sara Ghose,51,HR,1382632.43,8,21,2018,Delhi
5798,Amira Shanker,60,IT,1044748.48,5,1,2015,Delhi
5799,Advik Manne,42,Sales,887260.07,9,7,2017,Hyderabad
5800,Hunar Bava,26,Finance,1127977.12,9,15,2020,Bangalore
5801,Faiyaz Shukla,57,Marketing,1384415.71,3,16,2020,Chennai
5802,Krish Madan,25,Sales,349561.8,8,31,2021,Mumbai
5803,Alisha Dora,30,Sales,514687.55,7,20,2016,Chennai
5804,Hiran Bhargava,52,Marketing,928082.33,10,25,2020,Mumbai
5805,Shanaya Loke,59,IT,557751.57,10,7,2016,Hyderabad
5806,Akarsh Chaudhry,39,IT,1494654.36,10,5,2016,Bangalore
5807,Reyansh Vasa,46,Marketing,1240324.47,10,8,2020,Chennai
5808,Navya Basak,30,Sales,887180.48,6,30,2015,Bangalore
5809,Shaan Bhakta,45,Finance,936262.92,1,5,2016,Chennai
5810,Mamooty Bir,35,HR,667480.99,2,17,2022,Hyderabad
5811,Dhanuk Chaudry,28,Sales,552999.5,5,22,2015,Bangalore
5812,Ivan Johal,26,Sales,1283533.41,4,25,2017,Hyderabad
5813,Ojas Raman,30,Finance,1187921.69,8,29,2022,Chennai
5814,Arnav Sundaram,44,IT,1270913.13,5,16,2018,Bangalore
5815,Aaryahi Hegde,37,Finance,596391.76,3,19,2022,Bangalore
5816,Riaan Wali,38,Marketing,1095363.24,3,18,2023,Mumbai
5817,Kiara Ramachandran,39,Finance,507731.63,5,23,2020,Delhi
5818,Yasmin Mallick,26,Marketing,1293993.01,2,17,2022,Bangalore
5819,Mishti Ray,51,Marketing,1340373.89,3,22,2018,Bangalore
5820,Sahil Buch,53,Finance,772957.54,5,2,2021,Chennai
5821,Tarini Hans,50,Sales,1118317.26,1,13,2023,Hyderabad
5822,Kavya Bakshi,39,IT,819302.63,8,2,2015,Delhi
5823,Anahita Sura,26,Finance,732317.98,1,28,2023,Delhi
5824,Shanaya Bobal,41,IT,844698.95,3,32,2023,Delhi
5825,Inaaya  Guha,36,Sales,707694.0,3,14,2022,Hyderabad
5826,Yuvraj  Agrawal,43,Finance,332682.27,8,29,2021,Chennai
5827,Samar Srinivasan,58,Sales,472352.04,7,23,2020,Hyderabad
5828,Jivika Tandon,49,IT,442582.13,10,33,2022,Delhi
5829,Kiaan Bhavsar,37,Finance,585543.85,10,13,2021,Chennai
5830,Nehmat Soni,33,IT,634889.23,2,28,2016,Chennai
5831,Devansh Chatterjee,29,Marketing,873795.28,6,3,2020,Bangalore
5832,Yakshit Sura,24,Marketing,1163494.72,1,20,2018,Mumbai
5833,Gokul Grover,24,Marketing,559624.42,1,16,2018,Chennai
5834,Prerak Vig,56,Sales,896307.1,9,2,2022,Chennai
5835,Jayant Barad,51,Finance,1065555.86,1,10,2022,Delhi
5836,Mannat Lanka,27,HR,1030486.11,10,6,2020,Delhi
5837,Emir Goyal,36,IT,713065.4,7,11,2022,Mumbai
5838,Farhan Karan,37,HR,359761.35,2,6,2017,Delhi
5839,Saira Kara,28,Sales,1154126.47,2,29,2023,Bangalore
5840,Anahita Ben,55,HR,1378951.53,3,5,2017,Mumbai
5841,Nakul Chandran,23,IT,1178757.96,7,10,2023,Delhi
5842,Anahi Kurian,47,HR,1109741.15,4,10,2020,Chennai
5843,Jayan Mall,40,Finance,656314.07,3,33,2016,Hyderabad
5844,Kanav Zachariah,52,IT,368984.12,8,5,2020,Hyderabad
5845,Divij Kalita,42,IT,365681.29,2,12,2022,Chennai
5846,Anika Vala,48,HR,442842.46,5,22,2019,Chennai
5847,Anya Joshi,46,IT,472233.68,4,33,2017,Bangalore
5848,Baiju Badami,34,IT,833851.64,6,34,2020,Hyderabad
5849,Arnav Das,51,Finance,657519.4,2,29,2023,Bangalore
5850,Eshani Apte,31,IT,828801.33,5,14,2015,Delhi
5851,Heer Hans,52,Marketing,955606.86,9,12,2017,Mumbai
5852,Renee Gera,29,HR,459068.68,4,16,2021,Chennai
5853,Mohanlal Sunder,54,HR,511201.0,8,15,2022,Chennai
5854,Ayesha Bawa,55,HR,523999.25,3,34,2019,Bangalore
5855,Charvi Salvi,34,Sales,550808.06,9,9,2020,Delhi
5856,Aarav Rattan,27,Marketing,346410.82,4,20,2018,Delhi
5857,Dhanuk Dayal,35,Marketing,469252.62,2,30,2020,Mumbai
5858,Faiyaz Jha,28,Marketing,1140423.34,3,7,2019,Hyderabad
5859,Arhaan Gala,35,Finance,1485274.02,4,14,2017,Delhi
5860,Samarth Lata,43,Sales,896534.15,6,27,2019,Mumbai
5861,Aarush Kari,54,Marketing,679359.79,1,26,2020,Bangalore
5862,Stuvan Shankar,23,Finance,1471587.48,3,35,2022,Bangalore
5863,Anahi Borra,55,Marketing,1405209.03,9,31,2017,Mumbai
5864,Yashvi Sandhu,22,HR,1262751.63,2,13,2020,Delhi
5865,Mannat Sekhon,35,Finance,1064894.73,8,32,2015,Delhi
5866,Lavanya Som,33,Finance,1005029.18,2,13,2019,Mumbai
5867,Mishti Kuruvilla,24,Finance,833733.98,4,26,2021,Bangalore
5868,Dhanuk Boase,49,HR,1486161.2,10,34,2018,Chennai
5869,Nirvi Sachdev,44,Sales,989494.38,9,19,2017,Mumbai
5870,Indranil Kunda,48,Sales,1226049.29,6,6,2023,Delhi
5871,Nirvi Chander,46,Marketing,1216768.99,8,22,2021,Delhi
5872,Keya Sethi,32,Marketing,935713.03,8,8,2021,Delhi
5873,Reyansh Vora,60,Sales,1275818.14,2,8,2019,Mumbai
5874,Anaya Kaul,40,HR,776906.13,7,7,2023,Mumbai
5875,Dharmajan Basu,39,Marketing,931022.9,10,34,2021,Bangalore
5876,Azad Kurian,53,Marketing,474067.93,4,4,2020,Hyderabad
5877,Anay Suresh,52,Sales,668526.83,9,21,2022,Bangalore
5878,Zeeshan Dey,54,Marketing,1066979.91,1,16,2017,Chennai
5879,Tiya Seth,41,IT,978158.03,3,18,2017,Chennai
5880,Pihu Aggarwal,34,HR,689923.93,6,21,2020,Bangalore
5881,Mahika Sabharwal,32,Marketing,721049.79,6,4,2017,Bangalore
5882,Anaya Sur,50,Finance,1248310.32,7,1,2020,Mumbai
5883,Darshit Vasa,49,IT,520023.62,10,1,2018,Bangalore
5884,Kismat Mahal,26,Sales,1423581.01,6,18,2016,Hyderabad
5885,Parinaaz Trivedi,41,HR,606521.4,9,1,2015,Bangalore
5886,Yashvi Grewal,29,IT,953132.26,7,11,2020,Hyderabad
5887,Mannat Sandhu,33,Sales,1479345.51,9,22,2023,Chennai
5888,Rania Kadakia,26,Sales,1438631.67,7,21,2017,Hyderabad
5889,Gokul Kothari,36,IT,1358960.51,2,32,2019,Chennai
5890,Jayan Brahmbhatt,39,Marketing,1276298.43,5,13,2019,Bangalore
5891,Ivan Deep,48,Finance,965364.08,4,8,2022,Bangalore
5892,Aaryahi Bakshi,29,HR,1409432.48,7,8,2019,Hyderabad
5893,Anya Shenoy,22,Marketing,440704.11,9,4,2018,Hyderabad
5894,Jayant Bath,49,Finance,649608.06,8,24,2020,Bangalore
5895,Nitara Rout,28,Finance,1114356.77,9,21,2018,Chennai
5896,Kaira Dora,35,Sales,1481189.17,6,8,2016,Bangalore
5897,Tiya Ravi,54,HR,1065120.15,3,22,2018,Mumbai
5898,Aarna Vyas,33,Finance,1439081.44,7,23,2020,Bangalore
5899,Azad Walia,57,Marketing,349812.54,10,8,2016,Delhi
5900,Lakshay Bal,25,IT,1481625.79,3,21,2015,Chennai
5901,Divit Date,58,Finance,953505.74,3,15,2017,Mumbai
5902,Divij Trivedi,31,IT,344214.65,5,7,2021,Hyderabad
5903,Anvi Thakkar,26,IT,747985.57,9,12,2018,Bangalore
5904,Advika Vora,39,Finance,1191007.76,7,6,2023,Mumbai
5905,Ahana  Chahal,45,Sales,691632.24,6,16,2019,Bangalore
5906,Anaya Varghese,39,IT,650364.05,1,8,2019,Delhi
5907,Romil Chakraborty,27,Marketing,1025381.35,1,33,2022,Chennai
5908,Samaira Dewan,43,Finance,1370240.4,9,32,2022,Bangalore
5909,Lavanya Hayer,45,Finance,1437308.56,5,14,2016,Hyderabad
5910,Siya Contractor,26,Marketing,948315.74,4,32,2018,Chennai
5911,Mehul Grewal,43,IT,560120.85,1,30,2016,Chennai
5912,Elakshi Kant,48,Marketing,950466.4,9,21,2021,Bangalore
5913,Prisha Chacko,44,HR,1448134.14,4,11,2023,Hyderabad
5914,Mishti Rajan,23,IT,1141389.7,1,1,2020,Hyderabad
5915,Prisha Sankaran,31,Finance,424476.8,9,23,2017,Bangalore
5916,Amani Basu,54,IT,1116239.29,9,27,2017,Delhi
5917,Ishaan Iyengar,44,HR,1046632.65,4,9,2017,Delhi
5918,Shray Venkataraman,56,Marketing,410923.23,7,34,2017,Delhi
5919,Romil Baria,25,HR,435590.81,8,2,2022,Chennai
5920,Kashvi Badami,34,IT,1321601.76,3,25,2017,Hyderabad
5921,Vihaan Agate,37,Sales,1421075.6,3,10,2023,Delhi
5922,Tejas Gade,44,Finance,849336.34,3,29,2022,Mumbai
5923,Aaryahi Mahajan,58,HR,1104065.68,9,28,2017,Chennai
5924,Jayan Tata,42,HR,587922.3,3,20,2022,Mumbai
5925,Rohan Kohli,42,IT,788560.52,5,34,2015,Bangalore
5926,Shaan Sandhu,40,IT,795577.12,3,10,2016,Chennai
5927,Ritvik Chad,34,HR,545332.36,3,21,2016,Chennai
5928,Elakshi Shetty,56,IT,908864.74,1,18,2020,Chennai
5929,Nitara Dasgupta,48,Finance,1431215.15,6,16,2023,Chennai
5930,Diya Kohli,23,Finance,1005053.38,1,13,2021,Mumbai
5931,Priyansh Shere,58,HR,1152938.71,8,30,2022,Chennai
5932,Faiyaz Chatterjee,35,HR,1008232.5,10,24,2021,Chennai
5933,Hunar Badal,22,IT,413643.63,5,14,2018,Mumbai
5934,Mahika Wason,55,HR,664608.95,7,14,2021,Delhi
5935,Elakshi Sule,36,Marketing,517785.4,10,31,2023,Bangalore
5936,Priyansh Deshpande,32,Finance,1442957.0,7,27,2017,Delhi
5937,Saira Dada,25,Sales,877658.99,7,28,2019,Chennai
5938,Devansh Gokhale,37,Marketing,816105.02,9,20,2018,Chennai
5939,Amani Andra,29,Sales,1224974.48,9,33,2021,Hyderabad
5940,Vardaniya Tank,60,Finance,1480736.21,5,33,2015,Mumbai
5941,Myra Barad,30,Marketing,1091940.81,5,11,2017,Hyderabad
5942,Vaibhav Comar,42,Sales,425242.97,2,31,2020,Chennai
5943,Samar Saraf,27,Marketing,456365.41,9,7,2019,Bangalore
5944,Tiya Issac,23,Sales,544892.63,10,7,2015,Hyderabad
5945,Ira Aurora,28,Finance,1483278.49,8,3,2019,Bangalore
5946,Dhruv Sha,23,Finance,1337573.1,5,27,2020,Bangalore
5947,Kiaan Singhal,55,IT,423314.47,9,3,2016,Bangalore
5948,Divit Chakraborty,29,Finance,1221394.4,8,23,2016,Chennai
5949,Jhanvi Banik,40,Sales,381490.62,1,32,2018,Bangalore
5950,Aarna Kade,55,Sales,1048410.33,7,17,2021,Hyderabad
5951,Neelofar Shere,22,IT,1405733.67,6,16,2018,Hyderabad
5952,Rati Edwin,50,Finance,720225.13,2,17,2015,Delhi
5953,Manjari Savant,54,HR,551009.7,7,6,2020,Chennai
5954,Anahi Walia,32,Finance,1463267.73,5,35,2023,Chennai
5955,Mohanlal Goel,44,IT,1179311.97,3,19,2018,Hyderabad
5956,Advik Kala,33,HR,702893.75,2,9,2020,Chennai
5957,Kavya Manne,36,IT,924900.96,3,5,2023,Chennai
5958,Arnav Ganesan,32,Marketing,1046469.19,2,30,2015,Hyderabad
5959,Anahita Lall,26,IT,1147791.35,1,35,2016,Chennai
5960,Mishti Bhakta,34,IT,944733.52,3,29,2018,Mumbai
5961,Saira Hayer,51,IT,1266314.58,2,10,2017,Hyderabad
5962,Ayesha Sankar,33,HR,1405817.75,1,33,2023,Mumbai
5963,Pari Saraf,56,Finance,1389135.44,1,19,2022,Delhi
5964,Taran Rama,55,Finance,684534.86,6,1,2021,Hyderabad
5965,Lavanya Rama,52,HR,377375.68,5,3,2017,Bangalore
5966,Divij Ben,40,Marketing,459802.77,8,35,2019,Bangalore
5967,Darshit Bali,23,Finance,929328.96,1,29,2023,Mumbai
5968,Raunak Agarwal,38,HR,1483887.97,9,30,2019,Bangalore
5969,Bhavin Dhar,22,IT,1472413.63,4,6,2019,Hyderabad
5970,Hridaan Chakraborty,39,Sales,356534.99,6,9,2019,Chennai
5971,Mannat Wali,24,Finance,1311501.02,10,27,2018,Chennai
5972,Rati Butala,50,HR,1242225.6,2,16,2015,Chennai
5973,Jayesh Babu,40,HR,1050895.03,10,6,2023,Hyderabad
5974,Ayesha Sampath,47,Sales,573339.47,10,4,2023,Hyderabad
5975,Vanya Agate,55,HR,866022.84,1,14,2020,Delhi
5976,Himmat Doctor,23,HR,1457089.73,7,29,2020,Hyderabad
5977,Yuvaan Gole,58,Sales,1039229.4,3,7,2020,Mumbai
5978,Dharmajan Kumar,30,HR,386954.9,3,1,2023,Delhi
5979,Tanya Shukla,26,Marketing,1263988.58,9,35,2017,Chennai
5980,Abram Divan,25,HR,651586.36,10,4,2020,Delhi
5981,Heer Jha,35,IT,1133698.74,2,2,2020,Hyderabad
5982,Mohanlal Dani,24,IT,1024271.45,2,21,2016,Mumbai
5983,Dhanush Kibe,60,IT,1180934.44,5,32,2016,Hyderabad
5984,Samaira Sundaram,43,IT,1374218.24,4,33,2019,Bangalore
5985,Anaya Bath,39,Sales,742630.1,6,14,2023,Mumbai
5986,Stuvan Tripathi,39,Marketing,1380372.43,10,33,2017,Bangalore
